000000,999999,0.0096,0.0074,0.0202,0.0136,0.0255,0.0255,0.0267,0.0274 # Fall11 || Jan16ReReco
000000,999999,0.0094,0.0092,0.0182,0.0139,0.0220,0.0229,0.0290,0.0234 # Summer12_LegacyPaper || 22Jan2013ReReco
